,ID,Year,District_code,District_name_chi,Constituency_code,Constituency_name,Candidate_name,Candidate_alias,Gender,Age,Occupation,Win_or_not,Uncontested_or_not,Political affiliation,Camp,Votes,Percentage_of_votes_obtained,得票率 估算
2011吳奮金,2011G21吳奮金,2011,G,九龍城,G21,愛民,吳奮金,,男,41,高級助理統籌主任,Y,,民建聯,建,2821,60.99,
2011陳麗君,2011G21陳麗君,2011,G,九龍城,G21,愛民,陳麗君,,女,59,區議員,,,民主黨,泛,1726,37.32,
2011左滙雄,2011G22左滙雄,2011,G,九龍城,G22,愛俊,左滙雄,,男,32,全職區議員,Y,,,建,2835,61.59,
2011陳友昌,2011G22陳友昌,2011,G,九龍城,G22,愛俊,陳友昌,,男,51,室內設計師,,,公民黨,泛,1643,35.69,
2011陳燕玲,2011G22陳燕玲,2011,G,九龍城,G22,愛俊,陳燕玲,林太,女,63,義工,,,,其他,70,1.52,
2011黃金池,2011H01黃金池,2011,H,黃大仙,H01,龍趣,黃金池,,男,63,區議員,Y,Uncontested,,建,,,
2011李東江,2011H02李東江,2011,H,黃大仙,H02,龍下,李東江,,男,47,特許財務策劃師,,,民建聯,建,1300,30.89,
2011郭秀英,2011H02郭秀英,2011,H,黃大仙,H02,龍下,郭秀英,,女,51,全職區議員,Y,,,其他,2870,68.19,
2011林偉基,2011H03林偉基,2011,H,黃大仙,H03,龍上,林偉基,,男,32,,,,民主黨,泛,1039,20.91,
2011陳婉嫻,2011H03陳婉嫻,2011,H,黃大仙,H03,龍上,陳婉嫻,,女,64,工會工作者,Y,,工聯會,建,3456,69.54,
2011任亮憲,2011H03任亮憲,2011,H,黃大仙,H03,龍上,任亮憲,維園阿哥,男,32,信託公司聯席董事,,,人民力量,泛,441,8.87,
2011張志宏,2011H04張志宏,2011,H,黃大仙,H04,鳳凰,張志宏,,男,41,理財策劃顧問,,,自由黨,建,803,32.58,
2011陳炎光,2011H04陳炎光,2011,H,黃大仙,H04,鳳凰,陳炎光,,男,41,區議員,Y,,,其他,1322,53.63,
2011黃軒瑋,2011H04黃軒瑋,2011,H,黃大仙,H04,鳳凰,黃軒瑋,,男,23,立法會議員助理,,,社民連,泛,309,12.54,
2011簡志豪,2011H05簡志豪,2011,H,黃大仙,H05,鳳德,簡志豪,,男,64,行政員,Y,,民建聯,建,2498,53.08,
2011傅滿芳,2011H05傅滿芳,2011,H,黃大仙,H05,鳳德,傅滿芳,,男,51,導師,,,,其他,220,4.67,
2011黃國強,2011H05黃國強,2011,H,黃大仙,H05,鳳德,黃國強,,男,53,升降機品質監控,,,,其他,1898,40.33,
2011蔡六乘,2011H06蔡六乘,2011,H,黃大仙,H06,龍星,蔡六乘,,男,66,註冊中醫師,,,,建,2809,46.63,
2011譚香文,2011H06譚香文,2011,H,黃大仙,H06,龍星,譚香文,,女,54,會計師,Y,,,泛,2862,47.51,
2011陳維新,2011H06陳維新,2011,H,黃大仙,H06,龍星,陳維新,,男,38,市場策劃顧問,,,,泛,233,3.87,
2011李達仁,2011H07李達仁,2011,H,黃大仙,H07,新蒲崗,李達仁,,男,68,黃大仙區議員,Y,,,建,2877,61.08,
2011屈奇安,2011H07屈奇安,2011,H,黃大仙,H07,新蒲崗,屈奇安,,男,56,退休公務員,,,新民黨,建,1275,27.07,
2011梁日明,2011H07梁日明,2011,H,黃大仙,H07,新蒲崗,梁日明,,男,44,物流從業員,,,社民連,泛,502,10.66,
2011李德康,2011H08李德康,2011,H,黃大仙,H08,東頭,李德康,,男,55,全職區議員,Y,Uncontested,民建聯,建,,,
2011林文輝,2011H09林文輝,2011,H,黃大仙,H09,東美,林文輝,,男,55,教師,,,工聯會,建,1607,45.1,
2011莫應帆,2011H09莫應帆,2011,H,黃大仙,H09,東美,莫應帆,,男,60,註冊中醫師,Y,,民協,泛,1878,52.71,
2011陳偉坤,2011H10陳偉坤,2011,H,黃大仙,H10,樂富,陳偉坤,,男,51,區議員,Y,Uncontested,,建,,,
2011黎榮浩,2011H11黎榮浩,2011,H,黃大仙,H11,橫頭磡,黎榮浩,,男,38,區議員,Y,,民建聯,建,3226,65.81,
2011黃順賢,2011H11黃順賢,2011,H,黃大仙,H11,橫頭磡,黃順賢,,男,51,立法會議員地區主任,,,公民黨,泛,1601,32.66,
2011陳安泰,2011H12陳安泰,2011,H,黃大仙,H12,天強,陳安泰,,男,58,公司董事,Y,,自由黨,建,2987,65.75,
2011黃鶴鳴,2011H12黃鶴鳴,2011,H,黃大仙,H12,天強,黃鶴鳴,,男,35,事務律師,,,公民黨,泛,1501,33.04,
2011蘇錫堅,2011H13蘇錫堅,2011,H,黃大仙,H13,翠竹及鵬程,蘇錫堅,,男,56,區議員,Y,Uncontested,,建,,,
2011許錦成,2011H14許錦成,2011,H,黃大仙,H14,竹園南,許錦成,,男,51,機構總監,Y,,民協,泛,2748,62.68,
2011莊澤財,2011H14莊澤財,2011,H,黃大仙,H14,竹園南,莊澤財,,男,26,勞工及社區服務,,,工聯會,建,1573,35.88,
2011陳嘉偉,2011H15陳嘉偉,2011,H,黃大仙,H15,竹園北,陳嘉偉,,男,27,社區團體總幹事,,,,泛,507,10.16,
2011丁志威,2011H15丁志威,2011,H,黃大仙,H15,竹園北,丁志威,,男,30,公司董事,Y,,,建,2754,55.18,
2011陶君行,2011H15陶君行,2011,H,黃大仙,H15,竹園北,陶君行,,男,45,美國註冊會計師/區議員,,,社民連,泛,1660,33.26,
2011袁國強,2011H16袁國強,2011,H,黃大仙,H16,慈雲西,袁國強,,男,49,行政總裁,Y,,民建聯,建,2596,50.02,
2011呂永基,2011H16呂永基,2011,H,黃大仙,H16,慈雲西,呂永基,,男,33,地區主任,,,民主黨,泛,2502,48.21,
2011陳曼琪,2011H17陳曼琪,2011,H,黃大仙,H17,正愛,陳曼琪,,女,42,律師,Y,Uncontested,民建聯,建,,,
2011黃逸旭,2011H18黃逸旭,2011,H,黃大仙,H18,正安,黃逸旭,,男,33,區議員,Y,,泛民區選聯盟,泛,3762,75.97,
2011陳澤森,2011H18陳澤森,2011,H,黃大仙,H18,正安,陳澤森,,男,33,培訓導師,,,工聯會,建,1131,22.84,
2011何漢文,2011H19何漢文,2011,H,黃大仙,H19,慈雲東,何漢文,,男,45,全職區議員,Y,Uncontested,民建聯,建,,,
2011郭善甄,2011H20郭善甄,2011,H,黃大仙,H20,瓊富,郭善甄,,女,44,保險業高級分組經理,,,,建,968,18.09,
2011胡志偉,2011H20胡志偉,2011,H,黃大仙,H20,瓊富,胡志偉,,男,49,黃大仙區議員,Y,,民主黨,泛,4300,80.37,
2011蔡子健,2011H21蔡子健,2011,H,黃大仙,H21,彩雲東,蔡子健,,男,29,地區主任,,,民建聯,建,1533,41.79,
2011黃國桐,2011H21黃國桐,2011,H,黃大仙,H21,彩雲東,黃國桐,,男,62,律師,Y,,民主黨,泛,2025,55.21,
2011駱偉泉,2011H21駱偉泉,2011,H,黃大仙,H21,彩雲東,駱偉泉,,男,39,保安從業員,,,,其他,55,1.5,
2011張思晉,2011H22張思晉,2011,H,黃大仙,H22,彩雲南,張思晉,,男,30,地區主任,,,民建聯,建,1088,32.04,
2011沈運華,2011H22沈運華,2011,H,黃大仙,H22,彩雲南,沈運華,,男,27,,Y,,民主黨,泛,2244,66.08,
2011徐百弟,2011H23徐百弟,2011,H,黃大仙,H23,彩雲西,徐百弟,,男,59,區議員,,,民主黨,泛,1554,43.02,
2011譚美普,2011H23譚美普,2011,H,黃大仙,H23,彩雲西,譚美普,,女,27,勞工及社區服務,Y,,民建聯,建,1819,50.36,
2011梁振華,2011H23梁振華,2011,H,黃大仙,H23,彩雲西,梁振華,,男,58,董事總經理,,,,建,200,5.54,
2011崔家俊,2011H24崔家俊,2011,H,黃大仙,H24,池彩,崔家俊,,男,28,專業會計師,,,民主黨,泛,1425,44.01,
2011何賢輝,2011H24何賢輝,2011,H,黃大仙,H24,池彩,何賢輝,,男,55,勞工及社區服務,Y,,工聯會,建,1712,52.87,
2011莫健榮,2011H25莫健榮,2011,H,黃大仙,H25,彩虹,莫健榮,,男,31,工會地區主任,Y,,工聯會,建,2802,68.11,
2011蔡志賢,2011H25蔡志賢,2011,H,黃大仙,H25,彩虹,蔡志賢,,男,56,董事總經理,,,彩虹邨服務聯會,泛,1232,29.95,
2011賴遠彬,2011J01賴遠彬,2011,J,觀塘,J01,觀塘中心,賴遠彬,彬仔,男,29,社區主任,,,,泛,1033,34.64,
2011陳華裕,2011J01陳華裕,2011,J,觀塘,J01,觀塘中心,陳華裕,,男,53,中學校長,Y,,,建,1751,58.72,
2011徐永銓,2011J01徐永銓,2011,J,觀塘,J01,觀塘中心,徐永銓,,男,48,行政人員,,,,泛,146,4.9,
2011潘任惠珍,2011J02潘任惠珍,2011,J,觀塘,J02,九龍灣,潘任惠珍,,女,57,全職區議員,Y,,,其他,2030,74.2,
2011竇一龍,2011J02竇一龍,2011,J,觀塘,J02,九龍灣,竇一龍,,男,34,註冊社會工作者,,,,建,662,24.2,
2011施能熊,2011J03施能熊,2011,J,觀塘,J03,啟業,施能熊,,男,36,區議員,Y,Uncontested,民建聯,建,,,
2011潘進源,2011J04潘進源,2011,J,觀塘,J04,麗晶,潘進源,,男,60,公司董事,Y,,民建聯,建,2729,51.1,
2011陳梓杰,2011J04陳梓杰,2011,J,觀塘,J04,麗晶,陳梓杰,,男,25,立法會議員地區主任,,,公民黨,泛,2567,48.07,
2011陳百里,2011J05陳百里,2011,J,觀塘,J05,坪石,陳百里,,男,35,區議員/公司董事,Y,,民建聯,建,2759,75.65,
2011林森成,2011J05林森成,2011,J,觀塘,J05,坪石,林森成,,男,68,議員助理,,,社民連,泛,817,22.4,
2011邢永豪,2011J06邢永豪,2011,J,觀塘,J06,雙彩,邢永豪,,男,30,社區幹事,,,民主黨,泛,426,16.91,
2011譚肇卓,2011J06譚肇卓,2011,J,觀塘,J06,雙彩,譚肇卓,,男,28,助理統籌主任,Y,,民建聯,建,1814,72.01,
2011黃家樂,2011J06黃家樂,2011,J,觀塘,J06,雙彩,黃家樂,家樂哥哥,男,30,社區幹事,,,社民連,泛,259,10.28,
2011黃偉達,2011J07黃偉達,2011,J,觀塘,J07,佐敦谷,黃偉達,,男,55,全職區議員,,,民主黨,泛,2092,47.06,
2011顏汶羽,2011J07顏汶羽,2011,J,觀塘,J07,佐敦谷,顏汶羽,,男,25,議員助理,Y,,民建聯,建,2234,50.26,
2011郭必錚,2011J08郭必錚,2011,J,觀塘,J08,順天,郭必錚,,男,54,理財顧問,Y,Uncontested,民建聯,建,,,
2011符碧珍,2011J09符碧珍,2011,J,觀塘,J09,雙順,符碧珍,,女,42,全職區議員,Y,Uncontested,獨立,建,,,
2011蔡澤鴻,2011J10蔡澤鴻,2011,J,觀塘,J10,安利,蔡澤鴻,,男,43,區議員,Y,Uncontested,,其他,,,
2011洪錦鉉,2011J11洪錦鉉,2011,J,觀塘,J11,寶達,洪錦鉉,,男,35,大學兼職講師,Y,Uncontested,民建聯,建,,,
2011計明華,2011J12計明華,2011,J,觀塘,J12,秀茂坪北,計明華,,男,50,社區主任,,,民主黨,泛,2118,41.15,
2011黃春平,2011J12黃春平,2011,J,觀塘,J12,秀茂坪北,黃春平,,男,46,行政管理,Y,,獨立,建,2934,57,
2011蘇麗珍,2011J13蘇麗珍,2011,J,觀塘,J13,曉麗,蘇麗珍,,女,48,全職區議員,Y,,獨立,建,3210,63.82,
2011李港生,2011J13李港生,2011,J,觀塘,J13,曉麗,李港生,,男,53,公司董事,,,,泛,1677,33.34,
2011李耀基,2011J14李耀基,2011,J,觀塘,J14,秀茂坪南,李耀基,,男,25,工會高級幹事,,,民主黨,泛,1984,37.61,
2011麥富寧,2011J14麥富寧,2011,J,觀塘,J14,秀茂坪南,麥富寧,,男,67,全職民選區議員,Y,,民建聯,建,3201,60.68,
2011陳汶堅,2011J15陳汶堅,2011,J,觀塘,J15,興田,陳汶堅,,男,46,電機工程公司經理,Y,,民主黨,泛,1921,49.6,
2011余誠禧,2011J15余誠禧,2011,J,觀塘,J15,興田,余誠禧,,男,25,補習社導師,,,民建聯,建,1030,26.59,
2011孫鴻華,2011J15孫鴻華,2011,J,觀塘,J15,興田,孫鴻華,,男,50,區域經理,,,,其他,500,12.91,
2011陳天贊,2011J15陳天贊,2011,J,觀塘,J15,興田,陳天贊,阿水,男,38,資深項目協調,,,人民力量,泛,380,9.81,
2011簡銘東,2011J16簡銘東,2011,J,觀塘,J16,藍田,簡銘東,,男,33,工會工作者,Y,,民建聯,建,3308,79.52,
2011李啓文,2011J16李啓文,2011,J,觀塘,J16,藍田,李啓文,,男,29,藥房技術員,,,公民黨,泛,768,18.46,
2011柯創盛,2011J17柯創盛,2011,J,觀塘,J17,廣德,柯創盛,,男,38,社區工作者,Y,Uncontested,民建聯,建,,,
2011姚柏良,2011J18姚柏良,2011,J,觀塘,J18,平田,姚柏良,,男,37,行政人員,Y,Uncontested,獨立,建,,,
2011何啟明,2011J19何啟明,2011,J,觀塘,J19,栢雅,何啟明,,男,26,立法會議員助理,Y,,工聯會,建,2019,54.22,
2011鄧志豪,2011J19鄧志豪,2011,J,觀塘,J19,栢雅,鄧志豪,,男,45,觀塘區議員,,,,泛,1617,43.42,
2011金章翔,2011J20金章翔,2011,J,觀塘,J20,油塘東,金章翔,,男,54,物業管理,,,民主黨,泛,760,14.49,
2011張琪騰,2011J20張琪騰,2011,J,觀塘,J20,油塘東,張琪騰,,男,26,助理統籌主任,Y,,民建聯,建,4050,77.22,
2011譚樹芬,2011J20譚樹芬,2011,J,觀塘,J20,油塘東,譚樹芬,阿譚,男,36,高級電腦技術員,,,社民連,泛,348,6.63,
2011莫建成,2011J21莫建成,2011,J,觀塘,J21,油麗,莫建成,,男,30,註冊社工,,,民主黨,泛,667,29.01,
2011黎樹濠,2011J21黎樹濠,2011,J,觀塘,J21,油麗,黎樹濠,,男,61,全職區議員,Y,,獨立,建,1460,63.51,
2011區潤科,2011J21區潤科,2011,J,觀塘,J21,油麗,區潤科,,男,34,社區幹事,,,社民連,泛,144,6.26,
2011謝淑珍,2011J22謝淑珍,2011,J,觀塘,J22,翠翔,謝淑珍,,女,49,社區主任,Y,,,泛,1823,50.07,
2011劉礎慊,2011J22劉礎慊,2011,J,觀塘,J22,翠翔,劉礎慊,,男,38,工會秘書,,,工聯會,建,658,18.07,
2011廖潔明,2011J22廖潔明,2011,J,觀塘,J22,翠翔,廖潔明,,男,55,大學兼任教師,,,新民黨,建,941,25.84,
2011李豐年,2011J22李豐年,2011,J,觀塘,J22,翠翔,李豐年,,男,25,客戶服務助理,,,社民連,泛,59,1.62,
2011梁頴超,2011J22梁頴超,2011,J,觀塘,J22,翠翔,梁頴超,,男,31,社區發展主任,,,人民力量,泛,137,3.76,
2011呂東孩,2011J23呂東孩,2011,J,觀塘,J23,油塘西,呂東孩,,男,44,社區工作者,Y,,獨立,建,3229,79.12,
2011韓家銘,2011J23韓家銘,2011,J,觀塘,J23,油塘西,韓家銘,,男,25,社區幹事,,,民主黨,泛,779,19.09,
2011鄧咏駿,2011J24鄧咏駿,2011,J,觀塘,J24,麗港城,鄧咏駿,,男,34,環保顧問,Y,Uncontested,獨立,建,,,
2011張順華,2011J25張順華,2011,J,觀塘,J25,景田,張順華,,男,56,區議員,Y,,,建,2923,67.55,
2011吳謦燃,2011J25吳謦燃,2011,J,觀塘,J25,景田,吳謦燃,,男,23,項目經理(香港區),,,社民連,泛,1296,29.95,
2011馮美雲,2011J26馮美雲,2011,J,觀塘,J26,翠屏,馮美雲,,女,57,全職區議員,Y,,,建,3067,51.53,
2011林家強,2011J26林家強,2011,J,觀塘,J26,翠屏,林家強,,男,47,全職區議員,,,獨立,其他,2805,47.13,
2011劉定安,2011J27劉定安,2011,J,觀塘,J27,寶樂,劉定安,,男,62,全職區議員,Y,,新世紀論壇,建,1924,70.45,
2011陸大恒,2011J27陸大恒,2011,J,觀塘,J27,寶樂,陸大恒,,男,27,社區幹事,,,社民連,泛,751,27.5,
2011徐海山,2011J28徐海山,2011,J,觀塘,J28,月華,徐海山,,男,36,公司董事,Y,,,建,2132,66.75,
2011林志釉,2011J28林志釉,2011,J,觀塘,J28,月華,林志釉,,男,47,律師,,,,其他,1025,32.09,
2011陳振彬,2011J29陳振彬,2011,J,觀塘,J29,協康,陳振彬,,男,53,行政總裁,Y,,,建,1715,65.04,
2011姜新華,2011J29姜新華,2011,J,觀塘,J29,協康,姜新華,,男,48,工程師,,,社民連,泛,882,33.45,
2011馬軼超,2011J30馬軼超,2011,J,觀塘,J30,康樂,馬軼超,,男,34,公司董事/觀塘區議員,Y,,獨立,建,1819,67.07,
2011胡健華,2011J30胡健華,2011,J,觀塘,J30,康樂,胡健華,,男,47,社區幹事,,,獨立,其他,402,14.82,
2011劉偉忠,2011J30劉偉忠,2011,J,觀塘,J30,康樂,劉偉忠,,男,47,客戶主任,,,社民連,泛,468,17.26,
2011黃啟明,2011J31黃啟明,2011,J,觀塘,J31,定安,黃啟明,,男,62,全職區議員,Y,,民主黨,泛,2419,58.73,
2011金堅,2011J31金堅,2011,J,觀塘,J31,定安,金堅,,女,47,社區幹事,,,,建,1638,39.77,
2011陳國華,2011J32陳國華,2011,J,觀塘,J32,牛頭角,陳國華,,男,54,全職區議員,Y,Uncontested,民建聯,建,,,
2011葉興國,2011J33葉興國,2011,J,觀塘,J33,淘大,葉興國,,男,60,支援服務經理,Y,Uncontested,,其他,,,
2011楊國雄,2011J34楊國雄,2011,J,觀塘,J34,樂華北,楊國雄,,男,32,再培訓導師,,,社民連,泛,1363,43.24,
2011馮錦源,2011J34馮錦源,2011,J,觀塘,J34,樂華北,馮錦源,,男,57,區議員,Y,,,建,1739,55.17,
2011許慧鳳,2011J35許慧鳳,2011,J,觀塘,J35,樂華南,許慧鳳,,女,41,專業美容導師,,,民建聯,建,802,24.62,
2011蘇冠聰,2011J35蘇冠聰,2011,J,觀塘,J35,樂華南,蘇冠聰,,男,35,區議員,Y,,,其他,2423,74.39,
2011羅少傑,2011K01羅少傑,2011,K,荃灣,K01,德華,羅少傑,,男,50,荃灣區議員/汽車公司董事,Y,,獨立,建,1863,73.12,
2011黎敬瑋,2011K01黎敬瑋,2011,K,荃灣,K01,德華,黎敬瑋,,男,23,立法會議員助理,,,民主黨,泛,639,25.08,
2011陳恒鑌,2011K02陳恒鑌,2011,K,荃灣,K02,楊屋道,陳恒鑌,,男,36,工程師,Y,,民建聯,建,2246,74.62,
2011葉穗倫,2011K02葉穗倫,2011,K,荃灣,K02,楊屋道,葉穗倫,,男,36,項目工程師,,,公民黨,泛,703,23.36,
2011李偉儀,2011K03李偉儀,2011,K,荃灣,K03,海濱,李偉儀,,女,38,大學講師,,,人民力量,泛,1129,25.41,
2011鄭柏強,2011K03鄭柏強,2011,K,荃灣,K03,海濱,鄭柏強,,男,55,編輯,,,,建,1028,23.14,
2011鄒秉恬,2011K03鄒秉恬,2011,K,荃灣,K03,海濱,鄒秉恬,,男,51,區議員,Y,,獨立,建,2209,49.72,
2011陳金霖,2011K04陳金霖,2011,K,荃灣,K04,祈德尊,陳金霖,,男,62,商人,Y,,民建聯,建,2072,74.77,
2011林光耀,2011K04林光耀,2011,K,荃灣,K04,祈德尊,林光耀,,男,44,公司董事,,,人民力量,泛,630,22.74,
2011葛兆源,2011K05葛兆源,2011,K,荃灣,K05,福來,葛兆源,,男,27,勞工及社區服務,Y,,工聯會,建,2511,73.19,
2011梅綺玲,2011K05梅綺玲,2011,K,荃灣,K05,福來,梅綺玲,,女,47,校長,,,民主黨,泛,869,25.33,
2011田北辰,2011K06田北辰,2011,K,荃灣,K06,愉景,田北辰,,男,61,商人,Y,,新民黨,建,2256,51.9,
2011王銳德,2011K06王銳德,2011,K,荃灣,K06,愉景,王銳德,,男,57,中學教師,,,民主黨,泛,2002,46.05,
2011曾大,2011K07曾大,2011,K,荃灣,K07,荃灣中心,曾大,,男,35,議員助理,,,民建聯,建,1617,48.54,
2011李洪波,2011K07李洪波,2011,K,荃灣,K07,荃灣中心,李洪波,,男,54,教師,Y,,民主黨,泛,1657,49.74,
2011林婉濱,2011K08林婉濱,2011,K,荃灣,K08,荃威,林婉濱,,女,37,註冊社工,Y,Uncontested,獨立,建,,,
